YEAR,latitude,longitude,month,temperature,salinity,eastward_current,northward_current,current_speed,chlorophyll,fishing_zone
2020,0.5000000000000018,69.5,1,29.376965,34.882656,-0.06103702,-0.027466659,0.06693231,0.096850745,BEST
2020,0.5000000000000018,74.5,1,29.163092,34.449295,0.20813623,-0.09521775,0.22888231,0.089005835,GOOD
2020,0.507786284256117,98.49218942493496,1,30.047884,31.66448,0.03295999,-0.081789605,0.08818107,0.15386195,POOR
2020,1.454214461516688,98.39164285954536,1,30.326944,31.371502,0.020752586,-0.019531846,0.02849847,0.14376462,POOR
2020,1.4996770017096597,73.5000590638481,1,28.97998,34.14716,-0.3192236,-0.4626606,0.5621019,0.0879681,GOOD
2020,1.5000000000000018,70.5,1,29.36964,34.80941,-0.303354,0.040894803,0.30609807,0.08963074,POOR
2020,1.5000000000000018,71.5,1,29.271492,34.708702,-0.26306954,0.03051851,0.26483384,0.08655349,POOR
2020,1.5000000000000018,72.5,1,29.075197,34.530167,-0.253914,-0.019531846,0.25466412,0.08605645,BEST
2020,1.5000000000000018,74.5,1,28.775627,34.089176,0.03295999,-0.24353771,0.24575797,0.0892403,GOOD
2020,1.5000000000000018,75.5,1,28.71923,34.24482,0.25086215,0.013428144,0.25122127,0.08818408,GOOD
2020,2.254722523583104,97.05254785991004,1,30.222206,31.940672,-0.047608875,0.02990814,0.056223676,0.14057179666666667,POOR
2020,2.4999737404245588,72.4999334351322,1,28.742668,34.266182,-0.32410657,0.014648885,0.32443747,0.08841812,GOOD
2020,2.5000000000000018,69.5,1,29.268562,34.81399,-0.27100438,-0.012207404,0.2712792,0.08867471,GOOD
2020,2.5000000000000018,71.5,1,29.103031,34.6263,-0.2191229,0.03784295,0.22236666,0.089024626,BEST
2020,2.5000000000000018,74.5,1,28.663565,33.968628,-0.126957,-0.380871,0.40147328,0.0847215,GOOD
2020,2.5000000000000018,75.5,1,28.727287,34.2082,-0.14465773,-0.010376293,0.1450294,0.085868455,POOR
2020,2.5000000000000018,76.5,1,28.725822,34.395885,-0.0799585,0.12939848,0.1521096,0.08862029,GOOD
2020,2.500171541322902,73.50011158788222,1,28.662832,33.823666,-0.4156621,-0.413831,0.58654165,0.08728667,GOOD
2020,3.4999792216590264,73.50000417910732,1,28.586657,33.672596,-0.38575396,-0.24536881,0.45717826,0.09972309,GOOD
2020,3.4999854025259207,72.4999070311857,1,28.775627,34.186832,-0.1861629,0.109866634,0.21616499,0.09731545,GOOD
2020,3.5000000000000018,69.5,1,29.007812,34.475235,-0.26978362,0.009155553,0.26993895,0.09075464,POOR
2020,3.5000000000000018,71.5,1,28.867184,34.426403,-0.19775994,-0.003051851,0.19778349,0.08978665,GOOD
2020,3.5000000000000018,74.5,1,28.61449,33.80993,-0.33021027,-0.2624592,0.42180997,0.0918935,GOOD
2020,3.5000000000000018,75.5,1,28.697989,33.965576,-0.40894803,-0.050050355,0.41199943,0.09354726,POOR
2020,3.5000000000000018,77.5,1,28.766838,34.122746,-0.26978362,0.065309614,0.2775762,0.09600966,GOOD
2020,4.499943980347188,72.49987658038935,1,28.589586,33.81298,-0.7324442,-0.10803552,0.74036896,0.10282706,GOOD
2020,4.499995108509825,73.50000112217965,1,28.571276,33.661915,-0.29663992,-0.16663106,0.3402369,0.10133223,GOOD
2020,4.500000000000002,70.5,1,28.870846,34.333324,-0.34485915,-0.024414808,0.34572232,0.10020961,BEST
2020,4.500000000000002,71.5,1,28.72802,34.17615,-0.51515245,-0.047608875,0.51734775,0.10328127,BEST
2020,4.500000000000002,74.5,1,28.586657,33.71685,-0.4937895,-0.0982696,0.5034729,0.09919372,GOOD
2020,4.500000000000002,75.5,1,28.59618,33.76873,-0.58839685,-0.03418073,0.5893888,0.10038997,BEST
2020,5.499899996936308,73.50011629291302,1,28.564684,33.672596,-0.3564562,0.048829615,0.35978514,0.10476019,GOOD
2020,5.500000000000002,71.5,1,28.561022,33.883175,-0.2313303,0.122684404,0.26184952,0.10574652,POOR
2020,5.500000000000002,74.5,1,28.658438,33.79467,-0.54811245,0.0018311106,0.54811555,0.10516796,BEST
2020,5.500000000000002,75.5,1,28.631336,33.81298,-0.6207465,-0.03723258,0.6218621,0.104256004,GOOD
2020,5.500000176443809,72.4999506447089,1,28.577868,33.831295,-0.15503404,0.051271096,0.163292,0.10666217,GOOD
2020,6.499745119116192,73.5005817335824,1,28.587389,33.664967,-0.34058657,0.43214208,0.5502236,0.108470775,GOOD
2020,6.499954039480039,72.49979164730978,1,28.646717,33.930477,-0.112308115,0.09033479,0.14413011,0.11115887,POOR
2020,6.500000000000002,74.5,1,28.590319,33.61156,-0.39063692,0.012817774,0.39084718,0.10937477,GOOD
2020,6.500000000000002,75.5,1,28.45555,33.5551,-0.33204138,-0.020752586,0.3326893,0.11090751,POOR
2020,7.354802127305289,97.19339630888103,1,28.607166,31.28605,-0.3564562,-0.32471693,0.4821847,0.17586692333333334,POOR
2020,7.500000000000002,69.5,1,28.831293,34.45845,-0.07202368,0.080568865,0.10806828,0.090026245,GOOD
2020,7.500000000000002,71.5,1,28.864254,34.449295,-0.097048864,-0.012817774,0.09789166,0.09042233,POOR
2020,7.500000000000002,73.5,1,28.672354,33.669544,-0.19165623,0.47059542,0.50812614,0.11356241,GOOD
2020,7.500000000000002,74.5,1,28.738274,33.635975,0.006103702,-0.070192575,0.07045746,0.11982234,POOR
2020,7.500000000000002,75.5,1,28.737541,33.703117,0.043336283,-0.23682363,0.24075603,0.12891836,POOR
2020,7.500046493005994,72.49995318674408,1,28.758049,34.122746,0.0036622211,0.17090365,0.17094289,0.10595228,GOOD
2020,10.500000000000002,61.5,1,27.464552,35.85925,0.08239998,-0.097048864,0.12731159,0.081482574,BEST
2020,0.5000000000000018,71.5,2,28.908934,34.669025,-0.33265176,-0.0054933317,0.33269712,0.14113072,BEST
2020,0.5000000000000018,74.5,2,29.029785,34.699547,-0.23071992,-0.023194067,0.23188283,0.12134065,BEST
2020,0.5000002452354422,72.49998055852576,2,28.755852,34.647663,-0.25086215,-0.055543687,0.2569376,0.16370386,BEST
2020,1.4996770017096597,73.5000590638481,2,29.136723,34.446243,-0.6048769,-0.42542803,0.73950326,0.10479394,GOOD
2020,1.5000000000000018,69.5,2,29.042238,34.833828,-0.19837031,-0.015259255,0.19895634,0.10219917,GOOD
2020,1.5000000000000018,70.5,2,28.871578,34.693443,-0.35462508,0.06103702,0.3598395,0.10651722,GOOD
2020,1.5000000000000018,71.5,2,28.886227,34.601887,-0.54628134,0.084231086,0.552737,0.1101084,BEST
2020,1.5000000000000018,72.5,2,28.952879,34.545425,-0.75441754,0.025635548,0.75485295,0.106558375,GOOD
2020,1.5000000000000018,74.5,2,29.114017,34.650715,-0.2618488,-0.0799585,0.27378488,0.1070817,GOOD
2020,1.5000000000000018,75.5,2,29.034914,34.78347,-0.2826014,0.012817774,0.2828919,0.1137459,GOOD
2020,1.5000000000000018,76.5,2,28.939695,34.897915,-0.30152288,0.03234962,0.30325326,0.12013838,POOR
2020,1.5000000000000018,77.5,2,28.920652,34.841457,-0.32837915,0.026245918,0.32942635,0.12110737,BEST
2020,2.254722523583104,97.05254785991004,2,30.723198,32.105473,-0.043946654,-0.090945154,0.10100658,0.12907047666666668,POOR
2020,2.4999737404245588,72.4999334351322,2,28.721428,34.553055,-0.43275246,-0.018921476,0.4331659,0.102869585,GOOD
2020,2.5000000000000018,71.5,2,28.684805,34.456924,-0.30213323,0.06653035,0.3093716,0.10276259,GOOD
2020,2.5000000000000018,74.5,2,29.104496,34.57442,-0.31006807,-0.14221625,0.34112707,0.10540519,GOOD
2020,2.500171541322902,73.50011158788222,2,29.116215,34.424877,-0.47425765,-0.25635546,0.53910893,0.101807624,GOOD
2020,3.4999792216590264,73.50000417910732,2,28.90527,34.177677,-0.40711692,-0.19959106,0.45341015,0.09992135,GOOD
2020,3.4999854025259207,72.4999070311857,2,28.670889,34.44319,-0.17029329,0.08789331,0.19163777,0.100453906,GOOD
2020,3.5000000000000018,70.5,2,28.739006,34.35774,-0.29847103,0.067751095,0.306064,0.101263106,GOOD
2020,3.5000000000000018,71.5,2,28.742668,34.382153,-0.21546067,0.024414808,0.21683954,0.10150438,GOOD
2020,3.5000000000000018,74.5,2,29.097904,34.569843,-0.31556138,-0.12878811,0.34083042,0.10861174,BEST
2020,3.5000000000000018,93.5,2,29.73513,33.916744,0.19104587,0.22034363,0.29163304,0.11683589,POOR
2020,4.499943980347188,72.49987658038935,2,28.726555,34.08765,-0.5121006,0.015869625,0.51234645,0.0975172,GOOD
2020,4.499995108509825,73.50000112217965,2,28.84228,34.12885,-0.31800288,-0.17944884,0.36514068,0.09739824,GOOD
2020,4.500000000000002,70.5,2,28.852535,34.25245,-0.21607104,0.014038514,0.21652661,0.09963667,BEST
2020,4.500000000000002,71.5,2,28.858395,34.189888,-0.31556138,0.015259255,0.3159301,0.09925381,POOR
2020,4.500000000000002,74.5,2,28.883297,34.267708,-0.50660723,0.006103702,0.506644,0.10145472,GOOD
2020,4.500000000000002,75.5,2,28.884762,34.275337,-0.55116427,0.028687399,0.55191034,0.107415885,BEST
2020,4.500000000000002,76.5,2,28.798334,34.130375,-0.58046204,0.03540147,0.5815406,0.10485705,BEST
2020,4.500000000000002,77.5,2,28.763176,34.090702,-0.5816828,-0.048829615,0.58372873,0.10644593,GOOD
2020,4.500000000000002,93.5,2,29.087648,33.930477,0.13245033,0.19409773,0.23498301,0.1160566,POOR
2020,4.500000000000002,94.5,2,30.102085,33.86334,0.07873775,0.45350504,0.46028954,0.12163573,POOR
2020,5.499899996936308,73.50011629291302,2,28.88696,34.063232,-0.37354654,0.090945154,0.38445812,0.10088939,GOOD
2020,5.500000000000002,70.5,2,28.87231,34.24482,-0.49684134,0.17639698,0.527226,0.100368395,POOR
2020,5.500000000000002,71.5,2,28.829096,34.28144,-0.30518508,0.051881466,0.3095636,0.10347148,GOOD
2020,5.500000000000002,74.5,2,28.882565,33.973206,-0.5548265,0.08362071,0.56109256,0.09840231,GOOD
2020,5.500000000000002,75.5,2,28.675283,33.639027,-0.5261391,0.048219245,0.52834404,0.09744505,GOOD
2020,5.500000176443809,72.4999506447089,2,28.821772,34.141056,-0.16541032,0.080568865,0.18398891,0.10289193,POOR
2020,6.499745119116192,73.5005817335824,2,28.975586,33.780937,-0.33814508,0.4077273,0.5297015,0.10163106,GOOD
2020,6.499954039480039,72.49979164730978,2,28.845211,33.973206,-0.15259254,0.03601184,0.15678436,0.104083866,GOOD
2020,6.500000000000002,70.5,2,29.020996,34.434032,-0.021362957,-0.16235846,0.16375789,0.09899665,GOOD
2020,6.500000000000002,74.5,2,29.031984,33.806877,-0.2764977,0.0024414808,0.27650848,0.10814796,GOOD
2020,6.500000000000002,75.5,2,28.862057,33.7611,-0.18311106,0.018311106,0.18402432,0.11003628,GOOD
